Celestial Body,distance_from_earth,iron,nickel,water_ice,other_minerals,Estimated Value (B USD),sustainability_index,efficiency_index,Potential Mining Site
Asteroid,510.4891498705349,31.21658114765174,12.720671561258317,11.07278642837484,44.9899608627151,63.24936435584625,48.09927597911155,77.78974336351084,False
Moon,886.3026271881566,26.815755348845816,2.257361279527734,24.029587938242425,46.89729543338403,43.44134431045233,49.65292102357813,49.41689278350707,False
Moon,109.1648587669284,26.189804790018815,11.968500089318171,1.3163054660186913,60.52538965464432,58.063595444271556,55.38005789130232,94.08048087900175,True
Europa,305.75532719617604,18.881534041327264,9.826568426744604,0.7060851981375071,70.58581233379063,57.35206439832014,63.180381869260714,48.235427035391936,False
Ganymede,207.44323556066345,39.15222346179093,5.292484209014759,24.53426770940625,31.02102461978805,58.54952766327983,48.91502328799707,52.33599605572546,False
Mars,363.89189680328786,16.17993496623724,12.843298580810185,13.5913141101164,57.385452342836174,43.91687660113466,29.527309596083903,37.06821833346195,False
Asteroid,208.53699147619662,25.314910151831494,1.9494652269559862,23.383146321816803,49.35247829939571,74.41994160663646,88.19618810487336,39.842346138856456,False
Europa,691.5404876691131,23.23337379975359,9.845641574509763,26.27618454783178,40.644800077904875,51.36017533344885,28.132821659856162,58.655477724967945,False
Ganymede,678.9675002548785,29.277289028756226,11.62749964433097,11.955654905026812,47.13955642188599,47.624829170520634,24.956434460486086,56.539099124256936,False
Europa,985.1982546132673,35.78081791487398,12.21677005109872,18.55859530419424,33.44381672983306,78.243702214052,89.56286318419264,83.99379315852747,True
Ganymede,602.2023017284347,39.55093308990235,9.391649623775713,16.683755551509954,34.373661734811975,81.90935077184407,30.45579824504602,50.753410275438355,False
Ganymede,427.46727994521166,24.867943337502787,11.69246087829817,4.237582927108656,59.20201285709039,60.12575446137261,86.32002604915117,56.479802807740924,False
Mars,482.59968355794376,12.773319902183957,2.121474389681781,17.046121897452974,68.05908381068129,57.317018647112334,89.73233734621263,36.59231616148798,False
Ganymede,475.4558792472052,10.906575821274448,14.693779718926274,24.96003730387802,49.43960715592125,40.25590681757588,42.64699580227443,37.28467031465094,False
Europa,977.5884031834116,5.624603781410663,13.85960579518828,23.144671735341394,57.37111868805967,63.94531396297225,57.80350973012526,39.93975089086634,False
Ganymede,912.6891567583626,8.483786162616374,7.39567365170231,9.091078129301293,75.02946205638003,54.9634980058935,86.05033450549975,57.72070269669523,False
Mars,704.5321180070027,26.087748689865208,2.2203104011489403,4.843202169486855,66.848738739499,54.306094246748,68.80295951459723,79.04809470854705,True
Mars,55.96977705495905,10.768514582139744,11.831873433367956,1.3307924955384398,76.06881948895386,52.847744027781346,21.403768351557932,49.28103344623621,False
Europa,956.5508961458004,19.767392295391943,1.7978600430320122,20.183169703907723,58.25157795766832,35.33001003678613,78.92846713784151,67.47798428932524,True
Moon,822.1112748401075,29.845210039947,9.24027024704869,6.964013511368759,53.95050620163555,55.438588400222386,54.16459859147365,89.63256172349102,True
Moon,913.7793956321121,6.1039745158867,8.627237974012846,7.139403848213174,78.12938366188729,32.62833974211083,66.55941088552447,61.164271226893405,True
Ganymede,407.0048924829268,8.986755663020096,6.378141491571004,0.9030744508575328,83.73202839455136,25.68807039790963,46.13358452702858,56.84244780487846,False
Asteroid,338.0176292870841,23.055007696262077,3.3285919449878856,13.205460290736314,60.41094006801372,34.59662308491825,49.90639506489966,69.91794472724791,False
Ganymede,747.7449198734951,8.695502922778157,2.5758538942534073,26.28647487321009,62.442168309758344,43.52560374761583,49.47724325187105,81.9451070687871,False
Europa,998.1327204658952,10.762781386410214,7.867578583548116,9.519803080546303,71.84983694949537,44.701645427641736,57.812790189054994,50.656955495044166,False
Europa,221.52116505114387,18.205431329063515,10.252348603910697,24.845022488107936,46.69719757891785,71.85148837147594,49.50889632515802,61.548245335983424,False
Europa,604.7403029502264,12.194621846327037,10.676851590782153,17.448296713061367,59.680229849829445,33.858579558011314,45.772461979908016,73.53969894583238,False
Europa,96.39768159295343,6.985234205700476,4.890783218076846,20.392959218668974,67.73102335755371,63.25838409593677,75.41468206377796,63.72381094812173,True
Europa,613.3626666268556,30.06538046564139,8.506814315903938,13.236814307337344,48.190990911117325,54.647279038168044,59.15200175683492,83.58368659722004,True
Mars,362.81894866319476,11.514228530230831,14.359627421121395,22.955597987726826,51.17054606092095,51.51664379502284,51.86353409134263,87.07652811160963,True
Moon,441.6725666814486,39.63860339335792,1.0718243233600893,2.7229481600395458,56.56662412324245,38.62908843075425,73.941792010395,35.33458350994876,False
Europa,885.78512186545,8.258660829349175,7.438381931655704,10.599617465756184,73.70333977323894,45.6853460146083,66.20511367802192,98.51918473896177,True
Asteroid,838.8603449247578,39.50695952113145,3.2672809957698066,0.32325196090205344,56.902507522196686,66.2557277352986,49.698989789576395,72.09041543064322,False
Asteroid,420.95939914046653,29.970938663372056,11.982057974268427,26.185541074342968,31.861462288016554,76.19288722430647,45.64769575459047,80.66685590246269,False
Asteroid,721.6682204930188,12.318549238269009,1.1540397528613977,14.345779108383937,72.18163190048566,30.694758633531993,35.1741371135756,61.08537462599637,False
Asteroid,506.04304710410605,34.142085118962015,13.248550880948335,8.474113712311343,44.135250287778305,66.13690928188464,49.68129878081543,71.94718679338504,False
Mars,72.81124866787584,10.141722488805463,1.2891827847806525,13.153764384284559,75.41533034212932,36.66169227195126,67.33985748628271,83.85992544330955,True
Asteroid,348.3614632200526,34.1728449103457,11.938403849233545,27.71280316287463,26.175948077546124,85.23051131887183,69.83674205293539,58.08795774198023,False
Europa,75.75781454252345,39.4030142310497,3.170367651352648,28.155412709693483,29.271205407904162,69.44149548795619,75.10242947489131,84.17505506546314,True
Ganymede,196.9114430148008,37.83530002550589,6.55626463261646,18.864051650022517,36.744383691855134,46.80768687139839,54.73420472313435,72.04942796064584,True
Asteroid,975.0482115440414,26.701023422867415,4.138004746229019,21.067787142015252,48.093184688888314,38.71832658363943,59.166303333530784,80.55406038690889,True
Mars,589.8962435325107,39.94629938510365,6.480477860670661,0.16307705948172102,53.41014569474397,55.573546562175274,32.970982839353724,36.1252626392183,False
Mars,649.7411386422655,14.864674257530266,13.963704598629997,8.659976760240985,62.51164438359875,55.6836889002047,72.42104982743396,95.77639076874453,True
Asteroid,649.7626432921124,33.41011110799726,6.145870512605733,23.13250216745716,37.311516211939846,80.61563531084724,70.56802384335597,84.55437921126072,True
Ganymede,974.663680260053,25.53263678571894,7.593943725427318,2.1544647638196457,64.7189547250341,65.69186813287283,23.281994196308343,36.94345266144673,False
Asteroid,580.4457542102567,38.88344375424766,2.797962514623682,11.489171821274095,46.82942190985456,79.65333289370719,85.31932268578825,94.99619592353845,True
Mars,557.4042650387685,30.445552854339024,2.4765731660133308,20.52880667152298,46.54906730812467,52.4407563971496,55.79545992212041,68.6196888947533,True
Moon,461.41076422226837,10.145125772514238,9.34910001854996,3.0435769398033,77.4621972691325,60.7775735776259,22.236146895512,73.44944071812188,False
Europa,782.287695491049,8.836613776720185,14.031299216037135,19.86090064942479,57.271186357817896,53.07336056397678,41.858219227209204,76.13365411263999,False
Mars,675.1242174739973,18.629833839595328,1.4273777547401434,20.01753586322745,59.92525254243708,33.37002224813075,76.96119466601913,45.95037442829041,False
Asteroid,360.6377024029537,37.534368858297945,13.940383219752,6.116331354240552,42.408916567709504,68.88560104633211,73.1015546214808,98.1001828776341,True
Europa,971.1919503376396,18.25683462673684,1.2875126522608502,22.490736473809307,57.964916247193,60.96958287135521,41.25544512650984,71.68086173741062,False
Asteroid,83.66141947205398,9.175099376308964,1.229652562106368,20.489202836642992,69.10604522494168,48.83145297727265,40.360041105249785,49.06335012265359,False
Asteroid,318.286024521445,39.13806872691694,1.552259008998154,28.80578427984366,30.503887984241246,49.409563376176436,23.806356658754133,76.98873847114406,False
Moon,990.3016771184123,21.0368299316435,13.055550409618293,14.847036771247756,51.06058288749045,51.35832236079482,38.477761751326824,63.30327605719084,False
Europa,813.7269488434299,36.402999645627844,12.829900334016662,19.08695670582782,31.68014331452767,71.40767240830661,69.23035492159134,48.766803214600685,False
Europa,588.336160840828,32.979020808828764,10.81679395387676,20.121053751014585,36.08313148627989,84.4937117741622,42.69907237760031,32.608673874494166,False
Moon,827.1190623654481,38.32287146983092,7.4042469124468795,14.765175978218284,39.50770563950391,69.26955493344133,26.577702289650517,49.70208952459221,False
Mars,285.35165818167707,36.92367870878735,9.128707389434158,26.909900112846913,27.037713788931583,64.35760338812761,81.8666569424803,74.31395963221834,True
Asteroid,97.93051262017039,15.156010180528039,3.572386653423813,11.298629815007528,69.97297335104062,38.74765604231581,70.44736344189732,54.93722751667122,False
Ganymede,237.227780492188,9.381966003093389,8.642103012927198,9.04817629371845,72.92775469026097,43.02714463777856,60.93113056935498,72.82895191113953,True
Asteroid,210.3643837313528,29.446316975833867,10.370385333448551,21.2026393970094,38.98065829370818,77.44965072626826,49.572408115651015,52.593655498385296,False
Asteroid,278.2216031059512,28.856057563456403,7.8794530741029725,4.990824396681724,58.273664965758904,63.32261760738076,84.41197961404549,54.84031207513955,False
Mars,904.8037378734546,31.25959775703711,3.7154068482619502,22.61951224390707,42.40548315079387,56.96620062547416,33.448746075607446,55.10448798305262,False
Asteroid,273.60086957509145,9.030014137328731,12.991951004912803,19.3173910233595,58.66064383439897,59.12297973450836,51.849766288834125,46.5238522412676,False
Moon,612.9899393632252,27.187332840782826,2.1482402727024468,4.934982781500326,65.72944410501441,42.22672360610526,35.07260048305672,86.89330763810713,False
Moon,538.7986089409044,23.596727456104265,2.3462907056481495,28.693043418537506,45.36393841971008,54.1423541132983,37.231008611487766,58.423259458904695,False
Europa,840.9823050608941,33.827805517282236,12.713852524145661,25.115719469757334,28.34262248881477,74.21206974604902,80.76303223174494,67.48228681008553,True
Ganymede,696.3137727870858,32.67392749276737,3.0002964798882577,13.946236435734697,50.37953959160968,68.13015038996105,25.9550700181046,73.00266181786837,False
Asteroid,68.81291184834794,14.616854050635636,13.3232628236299,18.719123280136337,53.34075984559813,40.3259531420799,77.97492919748288,83.7767781954303,True
Asteroid,390.074719940451,36.72907965510828,13.107944013292169,10.026741294260853,40.1362350373387,77.10014709936772,50.764261271531794,57.25604052574776,False
Mars,859.2610394063348,24.54497224231561,4.669747012447338,7.457959729768742,63.327321015468314,33.155861267231074,41.667589436043535,37.22498272200996,False
Moon,624.2469635575237,16.517436498468797,3.5024725423489738,19.976852743062445,60.00323821611978,32.40727739797357,66.9842795646872,56.873974352338195,False
Ganymede,130.26754869306973,23.02348134836748,14.033165099194072,8.910976158268438,54.03237739417001,62.94219175210852,29.759610008283005,34.24176782028149,False
Europa,604.996137481859,14.602983025320743,5.92232186070056,13.703872186635751,65.77082292734295,40.680623172723415,50.19242565639877,84.08439516036515,True
Moon,162.28427882491383,21.68645558472303,12.353818630102612,8.739145344811387,57.220580440362966,41.87239355522945,65.44636256144437,61.60169341993693,True
Europa,158.01133689407993,19.378597652607137,10.591557354964841,21.62420469539458,48.40564029703344,41.57583440429573,61.579848376941946,69.32134830136718,True
